X,Y,Z
97.783,121.553,3.8
97.815,121.315,3.8
97.815,121.315,3.8
96.906,121.225,3.8
96.906,121.225,3.8
96.768,121.097,3.8
96.768,121.097,3.8
95.936,120.755,3.8
95.936,120.755,3.8
95.158,120.156,3.8
95.158,120.156,3.8
94.562,119.38,3.8
94.562,119.38,3.8
94.188,118.474,3.8
94.188,118.474,3.8
94.059,117.5,3.8
94.059,117.5,3.8
94.188,116.525,3.8
94.188,116.525,3.8
94.562,115.618,3.8
94.562,115.618,3.8
95.158,114.843,3.8
95.158,114.843,3.8
95.933,114.247,3.8
95.933,114.247,3.8
96.768,113.903,3.8
96.768,113.903,3.8
96.906,113.775,3.8
96.906,113.775,3.8
97.728,113.694,3.8
97.728,113.694,3.8
97.815,113.691,3.8
97.815,113.691,3.8
97.902,113.694,3.8
97.902,113.694,3.8
98.724,113.775,3.8
98.724,113.775,3.8
98.862,113.903,3.8
98.862,113.903,3.8
99.697,114.247,3.8
99.697,114.247,3.8
100.472,114.843,3.8
100.472,114.843,3.8
101.068,115.618,3.8
101.068,115.618,3.8
101.442,116.527,3.8
101.442,116.527,3.8
101.565,117.5,3.8
101.565,117.5,3.8
101.442,118.473,3.8
101.442,118.473,3.8
101.07,119.379,3.8
101.07,119.379,3.8
100.472,120.157,3.8
100.472,120.157,3.8
99.697,120.753,3.8
99.697,120.753,3.8
98.862,121.097,3.8
98.862,121.097,3.8
98.724,121.225,3.8
98.724,121.225,3.8
97.815,121.315,3.8
97.815,121.315,3.8
97.815,120.853,3.8
97.815,120.853,3.8
96.947,120.738,3.8
96.947,120.738,3.8
96.138,120.405,3.8
96.138,120.405,3.8
95.444,119.871,3.8
95.444,119.871,3.8
94.911,119.178,3.8
94.911,119.178,3.8
94.575,118.353,3.8
94.575,118.353,3.8
94.462,117.5,3.8
94.462,117.5,3.8
94.577,116.631,3.8
94.577,116.631,3.8
94.912,115.82,3.8
94.912,115.82,3.8
95.444,115.129,3.8
95.444,115.129,3.8
96.135,114.597,3.8
96.135,114.597,3.8
96.947,114.262,3.8
96.947,114.262,3.8
97.815,114.15,3.8
97.815,114.15,3.8
98.683,114.262,3.8
98.683,114.262,3.8
99.495,114.597,3.8
99.495,114.597,3.8
100.186,115.129,3.8
100.186,115.129,3.8
100.718,115.82,3.8
100.718,115.82,3.8
101.053,116.631,3.8
101.053,116.631,3.8
101.168,117.5,3.8
101.168,117.5,3.8
101.053,118.368,3.8
101.053,118.368,3.8
100.72,119.177,3.8
100.72,119.177,3.8
100.186,119.871,3.8
100.186,119.871,3.8
99.495,120.403,3.8
99.495,120.403,3.8
98.684,120.738,3.8
98.684,120.738,3.8
97.815,120.853,3.8
97.815,120.853,3.8
97.815,120.853,3.8
97.815,120.853,3.8
97.723,121.545,3.8
97.723,121.545,3.8
137.185,121.497,3.8
137.185,121.497,3.8
139.944,121.086,3.8
139.944,121.086,3.8
139.944,121.086,3.8
139.944,121.086,3.8
142.347,121.087,3.8
142.347,121.087,3.8
142.346,119.015,3.8
142.346,119.015,3.8
142.261,118.624,3.8
142.261,118.624,3.8
142.291,117.724,3.8
142.291,117.724,3.8
142.291,117.276,3.8
142.291,117.276,3.8
142.263,116.451,3.8
142.263,116.451,3.8
142.347,115.985,3.8
142.347,115.985,3.8
142.347,113.913,3.8
142.347,113.913,3.8
139.944,113.914,3.8
139.944,113.914,3.8
140.268,114.162,3.8
140.268,114.162,3.8
140.523,114.417,3.8
140.523,114.417,3.8
141.034,115.081,3.8
141.034,115.081,3.8
141.208,115.389,3.8
141.208,115.389,3.8
141.522,116.148,3.8
141.522,116.148,3.8
141.698,116.488,3.8
141.698,116.488,3.8
141.78,117.309,3.8
141.78,117.309,3.8
141.78,117.691,3.8
141.78,117.691,3.8
141.692,118.575,3.8
141.692,118.575,3.8
141.523,118.852,3.8
141.523,118.852,3.8
141.208,119.611,3.8
141.208,119.611,3.8
141.034,119.919,3.8
141.034,119.919,3.8
140.523,120.583,3.8
140.523,120.583,3.8
140.268,120.838,3.8
140.268,120.838,3.8
139.944,121.086,3.8
139.944,121.086,3.8
138.339,121.486,3.8
138.339,121.486,3.8
142.562,121.487,3.8
142.562,121.487,3.8
142.708,121.443,3.8
142.708,121.443,3.8
142.747,121.302,3.8
142.747,121.302,3.8
142.747,113.725,3.8
142.747,113.725,3.8
142.703,113.551,3.8
142.703,113.551,3.8
142.562,113.513,3.8
142.562,113.513,3.8
138.339,113.514,3.8
138.339,113.514,3.8
139.144,113.846,3.8
139.144,113.846,3.8
139.373,113.978,3.8
139.373,113.978,3.8
140.024,114.479,3.8
140.024,114.479,3.8
140.206,114.661,3.8
140.206,114.661,3.8
140.714,115.322,3.8
140.714,115.322,3.8
140.839,115.541,3.8
140.839,115.541,3.8
141.152,116.3,3.8
141.152,116.3,3.8
141.218,116.551,3.8
141.218,116.551,3.8
141.327,117.369,3.8
141.327,117.369,3.8
141.327,117.631,3.8
141.327,117.631,3.8
141.201,118.581,3.8
141.201,118.581,3.8
140.839,119.459,3.8
140.839,119.459,3.8
140.714,119.678,3.8
140.714,119.678,3.8
140.206,120.339,3.8
140.206,120.339,3.8
140.024,120.521,3.8
140.024,120.521,3.8
139.373,121.022,3.8
139.373,121.022,3.8
139.144,121.154,3.8
139.144,121.154,3.8
138.339,121.486,3.8
138.339,121.486,3.8
137.153,121.553,3.8
137.153,121.553,3.8
137.185,121.315,3.8
137.185,121.315,3.8
136.276,121.225,3.8
136.276,121.225,3.8
136.138,121.097,3.8
136.138,121.097,3.8
135.306,120.755,3.8
135.306,120.755,3.8
134.528,120.157,3.8
134.528,120.157,3.8
133.932,119.382,3.8
133.932,119.382,3.8
133.558,118.473,3.8
133.558,118.473,3.8
133.435,117.5,3.8
133.435,117.5,3.8
133.558,116.527,3.8
133.558,116.527,3.8
133.932,115.618,3.8
133.932,115.618,3.8
134.528,114.843,3.8
134.528,114.843,3.8
135.303,114.247,3.8
135.303,114.247,3.8
136.138,113.903,3.8
136.138,113.903,3.8
136.276,113.775,3.8
136.276,113.775,3.8
137.185,113.685,3.8
137.185,113.685,3.8
138.094,113.775,3.8
138.094,113.775,3.8
138.232,113.903,3.8
138.232,113.903,3.8
139.067,114.247,3.8
139.067,114.247,3.8
139.842,114.844,3.8
139.842,114.844,3.8
140.438,115.62,3.8
140.438,115.62,3.8
140.812,116.525,3.8
140.812,116.525,3.8
140.931,117.421,3.8
140.931,117.421,3.8
140.935,117.5,3.8
140.935,117.5,3.8
140.931,117.579,3.8
140.931,117.579,3.8
140.812,118.474,3.8
140.812,118.474,3.8
140.438,119.382,3.8
140.438,119.382,3.8
139.842,120.157,3.8
139.842,120.157,3.8
139.067,120.753,3.8
139.067,120.753,3.8
138.232,121.097,3.8
138.232,121.097,3.8
138.094,121.225,3.8
138.094,121.225,3.8
137.185,121.315,3.8
137.185,121.315,3.8
137.153,121.553,3.8
137.153,121.553,3.8
136.225,121.43,3.8
136.225,121.43,3.8
136.317,120.738,3.8
136.317,120.738,3.8
135.508,120.405,3.8
135.508,120.405,3.8
134.814,119.871,3.8
134.814,119.871,3.8
134.282,119.18,3.8
134.282,119.18,3.8
133.947,118.369,3.8
133.947,118.369,3.8
133.832,117.5,3.8
133.832,117.5,3.8
133.947,116.631,3.8
133.947,116.631,3.8
134.282,115.82,3.8
134.282,115.82,3.8
134.814,115.129,3.8
134.814,115.129,3.8
135.505,114.597,3.8
135.505,114.597,3.8
136.316,114.262,3.8
136.316,114.262,3.8
137.185,114.147,3.8
137.185,114.147,3.8
138.054,114.262,3.8
138.054,114.262,3.8
138.865,114.597,3.8
138.865,114.597,3.8
139.556,115.129,3.8
139.556,115.129,3.8
140.089,115.821,3.8
140.089,115.821,3.8
140.423,116.632,3.8
140.423,116.632,3.8
140.535,117.5,3.8
140.535,117.5,3.8
140.425,118.353,3.8
140.425,118.353,3.8
140.088,119.18,3.8
140.088,119.18,3.8
139.556,119.871,3.8
139.556,119.871,3.8
138.865,120.403,3.8
138.865,120.403,3.8
138.054,120.738,3.8
138.054,120.738,3.8
137.185,120.853,3.8
137.185,120.853,3.8
136.317,120.738,3.8
136.317,120.738,3.8
136.317,120.738,3.8
136.317,120.738,3.8
136.225,121.43,3.8
136.225,121.43,3.8
99.018,121.587,3.8
99.018,121.587,3.8
99.018,121.587,3.8
99.018,121.587,3.8
99.018,121.886,3.8
99.018,121.886,3.8
135.982,121.886,3.8
135.982,121.886,3.8
136.239,121.798,3.8
136.239,121.798,3.8
137.185,121.828,3.8
137.185,121.828,3.8
138.131,121.798,3.8
138.131,121.798,3.8
138.388,121.886,3.8
138.388,121.886,3.8
142.615,121.887,3.8
142.615,121.887,3.8
142.91,121.807,3.8
142.91,121.807,3.8
143.067,121.65,3.8
143.067,121.65,3.8
143.147,121.355,3.8
143.147,121.355,3.8
143.147,113.725,3.8
143.147,113.725,3.8
143.147,113.645,3.8
143.147,113.645,3.8
143.068,113.35,3.8
143.068,113.35,3.8
142.91,113.192,3.8
142.91,113.192,3.8
142.615,113.113,3.8
142.615,113.113,3.8
138.388,113.114,3.8
138.388,113.114,3.8
138.131,113.202,3.8
138.131,113.202,3.8
137.185,113.172,3.8
137.185,113.172,3.8
136.239,113.202,3.8
136.239,113.202,3.8
135.982,113.114,3.8
135.982,113.114,3.8
99.018,113.114,3.8
99.018,113.114,3.8
98.761,113.202,3.8
98.761,113.202,3.8
97.815,113.172,3.8
97.815,113.172,3.8
96.869,113.202,3.8
96.869,113.202,3.8
96.612,113.114,3.8
96.612,113.114,3.8
92.385,113.113,3.8
92.385,113.113,3.8
92.09,113.192,3.8
92.09,113.192,3.8
91.932,113.35,3.8
91.932,113.35,3.8
91.853,113.645,3.8
91.853,113.645,3.8
91.853,121.355,3.8
91.853,121.355,3.8
91.933,121.65,3.8
91.933,121.65,3.8
92.09,121.807,3.8
92.09,121.807,3.8
92.385,121.887,3.8
92.385,121.887,3.8
96.612,121.886,3.8
96.612,121.886,3.8
96.869,121.798,3.8
96.869,121.798,3.8
97.815,121.828,3.8
97.815,121.828,3.8
98.761,121.798,3.8
98.761,121.798,3.8
99.018,121.886,3.8
99.018,121.886,3.8
99.018,121.886,3.8
99.018,121.886,3.8
99.018,121.587,3.8
99.018,121.587,3.8
92.242,121.542,3.8
92.242,121.542,3.8
92.242,121.542,3.8
92.242,121.542,3.8
91.883,122.166,3.8
91.883,122.166,3.8
92.333,122.287,3.8
92.333,122.287,3.8
142.667,122.287,3.8
142.667,122.287,3.8
143.117,122.166,3.8
143.117,122.166,3.8
143.426,121.857,3.8
143.426,121.857,3.8
143.547,121.407,3.8
143.547,121.407,3.8
143.547,113.725,3.8
143.547,113.725,3.8
143.547,113.593,3.8
143.547,113.593,3.8
143.426,113.143,3.8
143.426,113.143,3.8
143.117,112.834,3.8
143.117,112.834,3.8
142.667,112.713,3.8
142.667,112.713,3.8
92.333,112.713,3.8
92.333,112.713,3.8
91.883,112.834,3.8
91.883,112.834,3.8
91.574,113.143,3.8
91.574,113.143,3.8
91.453,113.593,3.8
91.453,113.593,3.8
91.453,121.407,3.8
91.453,121.407,3.8
91.574,121.857,3.8
91.574,121.857,3.8
91.883,122.166,3.8
91.883,122.166,3.8
92.242,121.542,3.8
92.242,121.542,3.8
92.733,120.705,3.8
92.733,120.705,3.8
94.172,120.32,3.8
94.172,120.32,3.8
93.886,118.036,3.8
93.886,118.036,3.8
93.713,115.369,3.8
93.713,115.369,3.8
92.732,114.388,3.8
92.732,114.388,3.8
92.733,114.494,3.8
92.733,114.494,3.8
94.583,113.998,3.8
94.583,113.998,3.8
97.815,113.503,3.8
97.815,113.503,3.8
98.652,113.614,3.8
98.652,113.614,3.8
101.286,114.457,3.8
101.286,114.457,3.8
107.834,121.005,3.8
107.834,121.005,3.8
107.566,121.005,3.8
107.566,121.005,3.8
109.445,113.992,3.8
109.445,113.992,3.8
109.308,113.994,3.8
109.308,113.994,3.8
116.319,121.005,3.8
116.319,121.005,3.8
114.796,121.005,3.8
114.796,121.005,3.8
132.753,116.194,3.8
132.753,116.194,3.8
132.899,119.189,3.8
132.899,119.189,3.8
132.413,121.005,3.8
132.413,121.005,3.8
133.29,121.005,3.8
133.29,121.005,3.8
126.279,113.994,3.8
126.279,113.994,3.8
128.08,113.992,3.8
128.08,113.992,3.8
126.201,121.005,3.8
126.201,121.005,3.8
124.805,121.005,3.8
124.805,121.005,3.8
117.794,113.994,3.8
117.794,113.994,3.8
117.782,113.993,3.8
117.782,113.993,3.8
102.375,118.122,3.8
102.375,118.122,3.8
102.404,117.088,3.8
102.404,117.088,3.8
103.234,113.993,3.8
103.234,113.993,3.8
101.583,120.154,3.8
101.583,120.154,3.8
101.354,121.005,3.8
101.354,121.005,3.8
113.778,121.006,3.8
113.778,121.006,3.8
115.657,113.992,3.8
115.657,113.992,3.8
121.868,113.993,3.8
121.868,113.993,3.8
119.989,121.005,3.8
119.989,121.005,3.8
137.185,121.497,3.8
137.185,121.497,3.8
138.115,121.373,3.8
138.115,121.373,3.8
140.9,120.222,3.8
140.9,120.222,3.8
142.264,119.857,3.8
142.264,119.857,3.8
141.776,121.005,3.8
141.776,121.005,3.8
140.94,120.169,3.8
140.94,120.169,3.8
141.182,117.5,3.8
141.182,117.5,3.8
141.071,116.663,3.8
141.071,116.663,3.8
140.441,114.225,3.8
140.441,114.225,3.8
140.504,113.992,3.8
140.504,113.992,3.8
140.368,114.153,3.8
140.368,114.153,3.8
140.967,113.993,3.8
140.967,113.993,3.8
140.967,113.993,3.8
140.967,113.993,3.8
140.967,113.993,4.0
140.967,113.993,4.0
137.185,113.503,4.0
137.185,113.503,4.0
136.151,113.641,4.0
136.151,113.641,4.0
98.849,121.359,4.0
98.849,121.359,4.0
97.919,121.483,4.0
97.919,121.483,4.0
95.056,121.086,4.0
95.056,121.086,4.0
95.056,121.086,4.0
95.056,121.086,4.0
94.732,120.838,4.0
94.732,120.838,4.0
94.477,120.583,4.0
94.477,120.583,4.0
93.966,119.919,4.0
93.966,119.919,4.0
93.791,119.611,4.0
93.791,119.611,4.0
93.477,118.852,4.0
93.477,118.852,4.0
93.308,118.575,4.0
93.308,118.575,4.0
93.22,117.691,4.0
93.22,117.691,4.0
93.22,117.309,4.0
93.22,117.309,4.0
93.302,116.488,4.0
93.302,116.488,4.0
93.478,116.148,4.0
93.478,116.148,4.0
93.791,115.389,4.0
93.791,115.389,4.0
93.966,115.081,4.0
93.966,115.081,4.0
94.477,114.417,4.0
94.477,114.417,4.0
94.732,114.162,4.0
94.732,114.162,4.0
95.056,113.914,4.0
95.056,113.914,4.0
92.653,113.913,4.0
92.653,113.913,4.0
92.653,115.985,4.0
92.653,115.985,4.0
92.737,116.451,4.0
92.737,116.451,4.0
92.709,117.276,4.0
92.709,117.276,4.0
92.709,117.724,4.0
92.709,117.724,4.0
92.739,118.624,4.0
92.739,118.624,4.0
92.654,119.015,4.0
92.654,119.015,4.0
92.653,121.087,4.0
92.653,121.087,4.0
95.056,121.086,4.0
95.056,121.086,4.0
96.661,121.486,4.0
96.661,121.486,4.0
95.856,121.155,4.0
95.856,121.155,4.0
95.627,121.022,4.0
95.627,121.022,4.0
94.976,120.521,4.0
94.976,120.521,4.0
94.794,120.339,4.0
94.794,120.339,4.0
94.286,119.678,4.0
94.286,119.678,4.0
94.161,119.459,4.0
94.161,119.459,4.0
93.799,118.581,4.0
93.799,118.581,4.0
93.673,117.631,4.0
93.673,117.631,4.0
93.673,117.369,4.0
93.673,117.369,4.0
93.781,116.551,4.0
93.781,116.551,4.0
93.848,116.3,4.0
93.848,116.3,4.0
94.161,115.541,4.0
94.161,115.541,4.0
94.286,115.322,4.0
94.286,115.322,4.0
94.794,114.661,4.0
94.794,114.661,4.0
94.976,114.479,4.0
94.976,114.479,4.0
95.627,113.978,4.0
95.627,113.978,4.0
95.856,113.846,4.0
95.856,113.846,4.0
96.615,113.533,4.0
96.615,113.533,4.0
96.684,113.514,4.0
96.684,113.514,4.0
92.438,113.513,4.0
92.438,113.513,4.0
92.291,113.557,4.0
92.291,113.557,4.0
92.253,113.698,4.0
92.253,113.698,4.0
92.253,121.302,4.0
92.253,121.302,4.0
92.297,121.448,4.0
92.297,121.448,4.0
92.438,121.487,4.0
92.438,121.487,4.0
96.661,121.486,4.0
96.661,121.486,4.0
97.595,121.494,4.0
97.595,121.494,4.0
100.574,121.086,4.0
100.574,121.086,4.0
134.426,121.086,4.0
134.426,121.086,4.0
134.102,120.838,4.0
134.102,120.838,4.0
133.847,120.583,4.0
133.847,120.583,4.0
133.346,119.932,4.0
133.346,119.932,4.0
133.161,119.611,4.0
133.161,119.611,4.0
132.848,118.852,4.0
132.848,118.852,4.0
132.754,118.502,4.0
132.754,118.502,4.0
132.631,117.569,4.0
132.631,117.569,4.0
132.646,117.316,4.0
132.646,117.316,4.0
132.754,116.498,4.0
132.754,116.498,4.0
132.848,116.148,4.0
132.848,116.148,4.0
133.161,115.389,4.0
133.161,115.389,4.0
133.346,115.068,4.0
133.346,115.068,4.0
133.847,114.417,4.0
133.847,114.417,4.0
134.102,114.162,4.0
134.102,114.162,4.0
134.426,113.914,4.0
134.426,113.914,4.0
100.574,113.914,4.0
100.574,113.914,4.0
100.898,114.162,4.0
100.898,114.162,4.0
101.153,114.417,4.0
101.153,114.417,4.0
101.654,115.068,4.0
101.654,115.068,4.0
101.839,115.389,4.0
101.839,115.389,4.0
102.152,116.148,4.0
102.152,116.148,4.0
102.246,116.498,4.0
102.246,116.498,4.0
102.369,117.431,4.0
102.369,117.431,4.0
102.354,117.684,4.0
102.354,117.684,4.0
102.246,118.502,4.0
102.246,118.502,4.0
102.152,118.852,4.0
102.152,118.852,4.0
101.84,119.612,4.0
101.84,119.612,4.0
101.654,119.932,4.0
101.654,119.932,4.0
101.153,120.583,4.0
101.153,120.583,4.0
100.898,120.838,4.0
100.898,120.838,4.0
100.574,121.086,4.0
100.574,121.086,4.0
98.969,121.486,4.0
98.969,121.486,4.0
136.031,121.486,4.0
136.031,121.486,4.0
135.226,121.155,4.0
135.226,121.155,4.0
134.997,121.022,4.0
134.997,121.022,4.0
134.346,120.521,4.0
134.346,120.521,4.0
134.164,120.339,4.0
134.164,120.339,4.0
133.663,119.688,4.0
133.663,119.688,4.0
133.531,119.459,4.0
133.531,119.459,4.0
133.218,118.7,4.0
133.218,118.7,4.0
133.151,118.45,4.0
133.151,118.45,4.0
133.026,117.5,4.0
133.026,117.5,4.0
133.151,116.55,4.0
133.151,116.55,4.0
133.218,116.3,4.0
133.218,116.3,4.0
133.531,115.541,4.0
133.531,115.541,4.0
133.663,115.312,4.0
133.663,115.312,4.0
134.164,114.661,4.0
134.164,114.661,4.0
134.346,114.479,4.0
134.346,114.479,4.0
134.997,113.978,4.0
134.997,113.978,4.0
135.226,113.846,4.0
135.226,113.846,4.0
135.985,113.533,4.0
135.985,113.533,4.0
136.054,113.514,4.0
136.054,113.514,4.0
98.969,113.514,4.0
98.969,113.514,4.0
99.774,113.846,4.0
99.774,113.846,4.0
100.003,113.978,4.0
100.003,113.978,4.0
100.654,114.479,4.0
100.654,114.479,4.0
100.836,114.661,4.0
100.836,114.661,4.0
101.337,115.312,4.0
101.337,115.312,4.0
101.469,115.541,4.0
101.469,115.541,4.0
101.782,116.3,4.0
101.782,116.3,4.0
101.849,116.55,4.0
101.849,116.55,4.0
101.974,117.5,4.0
101.974,117.5,4.0
101.849,118.45,4.0
101.849,118.45,4.0
101.782,118.7,4.0
101.782,118.7,4.0
101.47,119.459,4.0
101.47,119.459,4.0
101.337,119.688,4.0
101.337,119.688,4.0
100.836,120.339,4.0
100.836,120.339,4.0
100.654,120.521,4.0
100.654,120.521,4.0
100.003,121.022,4.0
100.003,121.022,4.0
99.774,121.154,4.0
99.774,121.154,4.0
98.969,121.486,4.0
98.969,121.486,4.0
97.783,121.553,4.0
97.783,121.553,4.0
97.815,121.315,4.0
97.815,121.315,4.0
96.906,121.225,4.0
96.906,121.225,4.0
96.768,121.097,4.0
96.768,121.097,4.0
95.936,120.755,4.0
95.936,120.755,4.0
95.158,120.156,4.0
95.158,120.156,4.0
94.562,119.38,4.0
94.562,119.38,4.0
94.188,118.474,4.0
94.188,118.474,4.0
94.059,117.5,4.0
94.059,117.5,4.0
94.188,116.525,4.0
94.188,116.525,4.0
94.562,115.618,4.0
94.562,115.618,4.0
95.158,114.843,4.0
95.158,114.843,4.0
95.933,114.247,4.0
95.933,114.247,4.0
96.768,113.903,4.0
96.768,113.903,4.0
96.906,113.775,4.0
96.906,113.775,4.0
97.815,113.685,4.0
97.815,113.685,4.0
98.724,113.775,4.0
98.724,113.775,4.0
98.862,113.903,4.0
98.862,113.903,4.0
99.697,114.247,4.0
99.697,114.247,4.0
100.472,114.843,4.0
100.472,114.843,4.0
101.068,115.618,4.0
101.068,115.618,4.0
101.412,116.453,4.0
101.412,116.453,4.0
101.452,116.603,4.0
101.452,116.603,4.0
101.565,117.5,4.0
101.565,117.5,4.0
101.442,118.473,4.0
101.442,118.473,4.0
101.07,119.379,4.0
101.07,119.379,4.0
100.472,120.157,4.0
100.472,120.157,4.0
99.697,120.753,4.0
99.697,120.753,4.0
98.862,121.097,4.0
98.862,121.097,4.0
98.724,121.225,4.0
98.724,121.225,4.0
97.815,121.315,4.0
97.815,121.315,4.0
97.815,120.853,4.0
97.815,120.853,4.0
96.947,120.738,4.0
96.947,120.738,4.0
96.138,120.405,4.0
96.138,120.405,4.0
95.444,119.871,4.0
95.444,119.871,4.0
94.911,119.178,4.0
94.911,119.178,4.0
94.575,118.353,4.0
94.575,118.353,4.0
94.462,117.5,4.0
94.462,117.5,4.0
94.577,116.631,4.0
94.577,116.631,4.0
94.912,115.82,4.0
94.912,115.82,4.0
95.444,115.129,4.0
95.444,115.129,4.0
96.135,114.597,4.0
96.135,114.597,4.0
96.946,114.262,4.0
96.946,114.262,4.0
97.815,114.147,4.0
97.815,114.147,4.0
98.684,114.262,4.0
98.684,114.262,4.0
99.495,114.597,4.0
99.495,114.597,4.0
100.186,115.129,4.0
100.186,115.129,4.0
100.718,115.82,4.0
100.718,115.82,4.0
101.042,116.605,4.0
101.042,116.605,4.0
101.056,116.655,4.0
101.056,116.655,4.0
101.168,117.5,4.0
101.168,117.5,4.0
101.053,118.368,4.0
101.053,118.368,4.0
100.72,119.177,4.0
100.72,119.177,4.0
100.186,119.871,4.0
100.186,119.871,4.0
99.495,120.403,4.0
99.495,120.403,4.0
98.684,120.738,4.0
98.684,120.738,4.0
97.815,120.853,4.0
97.815,120.853,4.0
97.815,120.853,4.0
97.815,120.853,4.0
97.723,121.545,4.0
97.723,121.545,4.0
137.185,121.497,4.0
137.185,121.497,4.0
139.944,121.086,4.0
139.944,121.086,4.0
139.944,121.086,4.0
139.944,121.086,4.0
142.347,121.087,4.0
142.347,121.087,4.0
142.346,119.015,4.0
142.346,119.015,4.0
142.261,118.624,4.0
142.261,118.624,4.0
142.291,117.724,4.0
142.291,117.724,4.0
142.291,117.276,4.0
142.291,117.276,4.0
142.263,116.451,4.0
142.263,116.451,4.0
142.347,115.985,4.0
142.347,115.985,4.0
142.347,113.913,4.0
142.347,113.913,4.0
139.944,113.914,4.0
139.944,113.914,4.0
140.268,114.162,4.0
140.268,114.162,4.0
140.523,114.417,4.0
140.523,114.417,4.0
141.034,115.081,4.0
141.034,115.081,4.0
141.208,115.389,4.0
141.208,115.389,4.0
141.522,116.148,4.0
141.522,116.148,4.0
141.698,116.488,4.0
141.698,116.488,4.0
141.78,117.309,4.0
141.78,117.309,4.0
141.78,117.691,4.0
141.78,117.691,4.0
141.692,118.575,4.0
141.692,118.575,4.0
141.523,118.852,4.0
141.523,118.852,4.0
141.208,119.611,4.0
141.208,119.611,4.0
141.034,119.919,4.0
141.034,119.919,4.0
140.523,120.583,4.0
140.523,120.583,4.0
140.268,120.838,4.0
140.268,120.838,4.0
139.944,121.086,4.0
139.944,121.086,4.0
138.339,121.486,4.0
138.339,121.486,4.0
142.562,121.487,4.0
142.562,121.487,4.0
142.708,121.443,4.0
142.708,121.443,4.0
142.747,121.302,4.0
142.747,121.302,4.0
142.747,113.725,4.0
142.747,113.725,4.0
142.703,113.551,4.0
142.703,113.551,4.0
142.562,113.513,4.0
142.562,113.513,4.0
138.339,113.514,4.0
138.339,113.514,4.0
139.144,113.846,4.0
139.144,113.846,4.0
139.373,113.978,4.0
139.373,113.978,4.0
140.024,114.479,4.0
140.024,114.479,4.0
140.206,114.661,4.0
140.206,114.661,4.0
140.714,115.322,4.0
140.714,115.322,4.0
140.839,115.541,4.0
140.839,115.541,4.0
141.152,116.3,4.0
141.152,116.3,4.0
141.218,116.551,4.0
141.218,116.551,4.0
141.327,117.369,4.0
141.327,117.369,4.0
141.327,117.631,4.0
141.327,117.631,4.0
141.201,118.581,4.0
141.201,118.581,4.0
140.839,119.459,4.0
140.839,119.459,4.0
140.714,119.678,4.0
140.714,119.678,4.0
140.206,120.339,4.0
140.206,120.339,4.0
140.024,120.521,4.0
140.024,120.521,4.0
139.373,121.022,4.0
139.373,121.022,4.0
139.144,121.154,4.0
139.144,121.154,4.0
138.339,121.486,4.0
138.339,121.486,4.0
137.153,121.553,4.0
137.153,121.553,4.0
137.185,121.315,4.0
137.185,121.315,4.0
136.276,121.225,4.0
136.276,121.225,4.0
136.138,121.097,4.0
136.138,121.097,4.0
135.306,120.755,4.0
135.306,120.755,4.0
134.528,120.157,4.0
134.528,120.157,4.0
133.932,119.382,4.0
133.932,119.382,4.0
133.558,118.473,4.0
133.558,118.473,4.0
133.435,117.5,4.0
133.435,117.5,4.0
133.548,116.603,4.0
133.548,116.603,4.0
133.588,116.453,4.0
133.588,116.453,4.0
133.932,115.618,4.0
133.932,115.618,4.0
134.528,114.843,4.0
134.528,114.843,4.0
135.303,114.247,4.0
135.303,114.247,4.0
136.138,113.903,4.0
136.138,113.903,4.0
136.276,113.775,4.0
136.276,113.775,4.0
137.185,113.685,4.0
137.185,113.685,4.0
138.094,113.775,4.0
138.094,113.775,4.0
138.232,113.903,4.0
138.232,113.903,4.0
139.067,114.247,4.0
139.067,114.247,4.0
139.842,114.844,4.0
139.842,114.844,4.0
140.438,115.62,4.0
140.438,115.62,4.0
140.812,116.525,4.0
140.812,116.525,4.0
140.941,117.5,4.0
140.941,117.5,4.0
140.812,118.474,4.0
140.812,118.474,4.0
140.438,119.382,4.0
140.438,119.382,4.0
139.842,120.157,4.0
139.842,120.157,4.0
139.067,120.753,4.0
139.067,120.753,4.0
138.232,121.097,4.0
138.232,121.097,4.0
138.094,121.225,4.0
138.094,121.225,4.0
137.185,121.315,4.0
137.185,121.315,4.0
137.153,121.553,4.0
137.153,121.553,4.0
136.225,121.43,4.0
136.225,121.43,4.0
136.317,120.738,4.0
136.317,120.738,4.0
135.508,120.405,4.0
135.508,120.405,4.0
134.814,119.871,4.0
134.814,119.871,4.0
134.282,119.18,4.0
134.282,119.18,4.0
133.947,118.369,4.0
133.947,118.369,4.0
133.832,117.5,4.0
133.832,117.5,4.0
133.944,116.655,4.0
133.944,116.655,4.0
133.958,116.605,4.0
133.958,116.605,4.0
134.282,115.82,4.0
134.282,115.82,4.0
134.814,115.129,4.0
134.814,115.129,4.0
135.505,114.597,4.0
135.505,114.597,4.0
136.316,114.262,4.0
136.316,114.262,4.0
137.185,114.147,4.0
137.185,114.147,4.0
138.054,114.262,4.0
138.054,114.262,4.0
138.865,114.597,4.0
138.865,114.597,4.0
139.556,115.129,4.0
139.556,115.129,4.0
140.089,115.821,4.0
140.089,115.821,4.0
140.423,116.631,4.0
140.423,116.631,4.0
140.538,117.5,4.0
140.538,117.5,4.0
140.425,118.353,4.0
140.425,118.353,4.0
140.088,119.18,4.0
140.088,119.18,4.0
139.556,119.871,4.0
139.556,119.871,4.0
138.865,120.403,4.0
